YYYY	MM	DD	hh	mm	PET	R_R0
2013	1	1	0	0	0.197033831	0
2013	1	2	0	0	0.235968975	0
2013	1	3	0	0	0.228636509	0
2013	1	4	0	0	0.102576133	0
2013	1	5	0	0	0.212754815	0
2013	1	6	0	0	0.071601067	0
2013	1	7	0	0	0.062975469	0
2013	1	8	0	0	0.391322297	0
2013	1	9	0	0	0.091685261	0
2013	1	10	0	0	0.088583329	0
2013	1	11	0	0	0.06073774	0
2013	1	12	0	0	0.36141117300000003	0
2013	1	13	0	0	0.085759319	0
2013	1	14	0	0	0.07075813	0
2013	1	15	0	0	0.177102376	0
2013	1	16	0	0	0.221802428	0
2013	1	17	0	0	0.15004631300000001	0
2013	1	18	0	0	0.290895429	0
2013	1	19	0	0	0.099473897	0
2013	1	20	0	0	0.140031154	0
2013	1	21	0	0	0.225516302	0
2013	1	22	0	0	0.209186929	0
2013	1	23	0	0	0.482198921	0
2013	1	24	0	0	0.050054538	0
2013	1	25	0	0	0.281046895	0
2013	1	26	0	0	0.392575296	0
2013	1	27	0	0	0.445839302	0
2013	1	28	0	0	0.271742857	0
2013	1	29	0	0	0.698748933	0
2013	1	30	0	0	0.890129041	0
2013	1	31	0	0	1.707766103	0
2013	2	1	0	0	0.25794470599999997	0
2013	2	2	0	0	0.385112609	0
2013	2	3	0	0	0.418423385	0
2013	2	4	0	0	0.398172477	0
2013	2	5	0	0	0.808557051	0
2013	2	6	0	0	0.316827806	0
2013	2	7	0	0	0.32887903100000004	0
2013	2	8	0	0	0.45658658100000005	0
2013	2	9	0	0	0.48230048000000003	0
2013	2	10	0	0	0.676963356	0
2013	2	11	0	0	0.292903778	0
2013	2	12	0	0	0.184689807	0
2013	2	13	0	0	0.478079623	0
2013	2	14	0	0	0.561152027	0
2013	2	15	0	0	0.29295778	0
2013	2	16	0	0	0.649476034	0
2013	2	17	0	0	0.324072181	0
2013	2	18	0	0	0.9615612889999999	0
2013	2	19	0	0	0.927758528	0
2013	2	20	0	0	0.342120353	0
2013	2	21	0	0	0.693158322	0
2013	2	22	0	0	0.455235927	0
2013	2	23	0	0	0.329005211	0
2013	2	24	0	0	0.505532436	0
2013	2	25	0	0	0.7114324049999999	0
2013	2	26	0	0	0.357249427	0
2013	2	27	0	0	0.030570352000000002	0
2013	2	28	0	0	0.217058137	0
2013	3	1	0	0	0.253788395	0
2013	3	2	0	0	0.162119796	0
2013	3	3	0	0	0.746423256	0
2013	3	4	0	0	0.800906896	0
2013	3	5	0	0	1.008565773	0
2013	3	6	0	0	1.084252669	0
2013	3	7	0	0	1.201276883	0
2013	3	8	0	0	1.276241086	0
2013	3	9	0	0	1.304838714	0
2013	3	10	0	0	1.116178218	0
2013	3	11	0	0	0.516122128	0
2013	3	12	0	0	0.8668389169999999	0
2013	3	13	0	0	0.264144614	0
2013	3	14	0	0	0.931107449	0
2013	3	15	0	0	1.052717412	0
2013	3	16	0	0	1.352089556	0
2013	3	17	0	0	0.43382867599999997	0
2013	3	18	0	0	0.394923274	0
2013	3	19	0	0	1.448146191	0
2013	3	20	0	0	0.897102871	0
2013	3	21	0	0	1.1996466	0
2013	3	22	0	0	2.141253461	0
2013	3	23	0	0	0.888709013	0
2013	3	24	0	0	0.70590655	0
2013	3	25	0	0	0.31817337900000003	0
2013	3	26	0	0	0.589907129	0
2013	3	27	0	0	1.034595778	0
2013	3	28	0	0	0.19688724700000002	0
2013	3	29	0	0	0.461245981	0
2013	3	30	0	0	0.234188309	0
2013	3	31	0	0	0.41090093600000005	0
2013	4	1	0	0	1.626940871	0
2013	4	2	0	0	0.640477724	0
2013	4	3	0	0	0.723237989	0
2013	4	4	0	0	1.353100308	0
2013	4	5	0	0	0.280270833	0
2013	4	6	0	0	1.178783022	0
2013	4	7	0	0	0.91291118	0
2013	4	8	0	0	0.734415002	0
2013	4	9	0	0	0.953054453	0
2013	4	10	0	0	2.147875973	0
2013	4	11	0	0	1.26090502	0
2013	4	12	0	0	1.915505146	0
2013	4	13	0	0	2.380842253	0
2013	4	14	0	0	3.318962741	0
2013	4	15	0	0	3.750235679	0
2013	4	16	0	0	2.938912828	0
2013	4	17	0	0	3.359940898	0
2013	4	18	0	0	3.725500967	0
2013	4	19	0	0	0.188264643	0
2013	4	20	0	0	0.20598283	0
2013	4	21	0	0	0.398210586	0
2013	4	22	0	0	0.755796071	0
2013	4	23	0	0	2.134063934	0
2013	4	24	0	0	3.553043247	0
2013	4	25	0	0	3.763269701	0
2013	4	26	0	0	2.866991589	0
2013	4	27	0	0	0.465941579	0
2013	4	28	0	0	1.432769538	0
2013	4	29	0	0	0.657991474	0
2013	4	30	0	0	0.49916546	0
2013	5	1	0	0	2.47937304	0
2013	5	2	0	0	2.219430402	0
2013	5	3	0	0	0.711902656	0
2013	5	4	0	0	1.303662311	0
2013	5	5	0	0	3.192325154	0
2013	5	6	0	0	2.588518046	0
2013	5	7	0	0	3.018680385	0
2013	5	8	0	0	4.160392039	0
2013	5	9	0	0	1.821768234	0
2013	5	10	0	0	0.987954997	0
2013	5	11	0	0	1.122498416	0
2013	5	12	0	0	2.177388359	0
2013	5	13	0	0	1.96540651	0
2013	5	14	0	0	3.587785794	0
2013	5	15	0	0	2.303336629	0
2013	5	16	0	0	1.377218138	0
2013	5	17	0	0	1.246129744	0
2013	5	18	0	0	3.961155755	0
2013	5	19	0	0	2.46268157	0
2013	5	20	0	0	3.365487358	0
2013	5	21	0	0	0.972435776	0
2013	5	22	0	0	0.574796431	0
2013	5	23	0	0	1.828227333	0
2013	5	24	0	0	1.147183444	0
2013	5	25	0	0	1.518697897	0
2013	5	26	0	0	1.575804591	0
2013	5	27	0	0	3.460985392	0
2013	5	28	0	0	3.245838122	0
2013	5	29	0	0	1.581885224	0
2013	5	30	0	0	1.6850844059999999	0
2013	5	31	0	0	0.367680665	0
2013	6	1	0	0	0.47231634100000003	0
2013	6	2	0	0	1.7309488450000001	0
2013	6	3	0	0	2.257829348	0
2013	6	4	0	0	2.9338208089999998	0
2013	6	5	0	0	4.551112052	0
2013	6	6	0	0	4.906912796	0
2013	6	7	0	0	4.387024594	0
2013	6	8	0	0	4.652825477	0
2013	6	9	0	0	2.908532764	0
2013	6	10	0	0	1.601371758	0
2013	6	11	0	0	2.0124681349999998	0
2013	6	12	0	0	4.053613662	0
2013	6	13	0	0	5.171343708	0
2013	6	14	0	0	1.493049772	0
2013	6	15	0	0	4.3122946419999995	0
2013	6	16	0	0	4.414320984	0
2013	6	17	0	0	5.292805235	0
2013	6	18	0	0	5.589837517	0
2013	6	19	0	0	3.528807279	0
2013	6	20	0	0	2.243755985	0
