-;-;-;-;-;-;-;kg N/ha/year;kg N/ha/year;kg N/ha/a;kg N/ha/a;day of year;-;;mm
alpha_transp;alpha_q;k_transp;k_q;km_denit;km_nit;kmin;kfix;kngl;dmax_denit;dmax_nit;phi_soil_temp;clay;soil_fertility;z_soil
1.2061429;0.7765827;0.38065082;3.5917323;15.074682;6.5369754;83.03155;40.0;39.49391472232355;35.36542;88.33741;91;0.1798974987402273;3;1350
0.77054197;0.7689902;0.3834295;1.5165222;19.920322;3.2958932;73.62706;40.0;39.49391472232355;42.680622;41.98949;91;0.1798974987402273;3;1350
1.3161772;0.36215603;0.6327964;3.6053941;1.7785689;3.0400848;86.69149;40.0;39.49391472232355;98.48524;61.65402;91;0.1798974987402273;3;1350
1.1065785;0.22932431;0.3803907;3.58166;5.653469;1.1775264;94.82767;40.0;39.49391472232355;9.335215;14.939317;91;0.1798974987402273;3;1350
0.32243055;0.44303963;0.38186538;2.876254;12.357074;19.58877;56.8534;40.0;39.49391472232355;12.053462;53.174946;91;0.1798974987402273;3;1350
1.468309;0.32570904;0.5403657;4.8355165;8.888695;13.446537;74.77111;40.0;39.49391472232355;44.101665;42.973747;91;0.1798974987402273;3;1350
1.1894816;0.51663077;0.83066475;2.0867023;13.113568;7.103505;49.523342;40.0;39.49391472232355;17.755121;48.89121;91;0.1798974987402273;3;1350
1.2218837;0.9834769;0.42356524;3.3033109;12.141683;12.002493;78.79567;40.0;39.49391472232355;68.79819;19.243135;91;0.1798974987402273;3;1350
0.36654773;0.3448571;0.40124822;1.5181985;15.9718;12.762405;54.135574;40.0;39.49391472232355;36.707077;86.75592;91;0.1798974987402273;3;1350
0.7855017;0.45509917;0.6021128;2.5463893;2.3471556;4.4756503;73.895164;40.0;39.49391472232355;84.774536;8.91708;91;0.1798974987402273;3;1350
0.6820374;0.78009146;0.4820958;2.0606372;9.371705;6.4884953;28.228449;40.0;39.49391472232355;75.11244;78.33886;91;0.1798974987402273;3;1350
