DD hh mm PREC
0.0 0.0 0 0.0
0.002777777777777778 0.16666666666666666 10 1.6411478437409306
0.005555555555555556 0.3333333333333333 20 2.893574764867886
0.008333333333333333 0.5 30 2.412470919707365
0.011111111111111112 0.6666666666666666 40 0.612572932162009
0.013888888888888888 0.8333333333333334 50 3.2427712059451586
0.016666666666666666 1.0 60 2.6027631595475422
0.019444444444444445 1.1666666666666667 70 2.677137225156073
0.022222222222222223 1.3333333333333333 80 0.7138375116741585
0.025 1.5 90 1.675485779317057
0.027777777777777776 1.6666666666666667 100 1.4379984803477253
0.030555555555555555 1.8333333333333333 110 3.09698269875478
0.03333333333333333 2.0 120 2.252820279860744
0.03611111111111111 2.1666666666666665 130 2.786640592612286
0.03888888888888889 2.3333333333333335 140 1.654682375832385
0.041666666666666664 2.5 150 1.0096229970473458
0.044444444444444446 2.6666666666666665 160 1.9864111710551988
0.04722222222222222 2.8333333333333335 170 0.5219795761827389
0.05 3.0 180 2.8011711701180424
0.05277777777777778 3.1666666666666665 190 2.216413793843208
0.05555555555555555 3.3333333333333335 200 2.593656221621767
0.058333333333333334 3.5 210 1.3894432855366825
0.06111111111111111 3.6666666666666665 220 3.2280772012642376
0.06388888888888888 3.8333333333333335 230 2.99659068119843
0.06666666666666667 4.0 240 2.6542179864158584
0.06944444444444445 4.166666666666667 250 0.9123457988027825
0.07222222222222222 4.333333333333333 260 1.7242289927555758
0.075 4.5 270 0.4622600843708689
0.07777777777777778 4.666666666666667 280 0.7919452777795873
0.08055555555555556 4.833333333333333 290 2.3697433435845046
