YYYY MM DOY hh EVENT_ID EVENT_ID_FF time_step PREC PET TA itt
2018 1 1 0.0 0 0 3600.0 0.0 0.09712075103552704 15.027610585618012 0
2018 1 1 1.0 0 0 3600.0 0.0 0.09712075103552704 15.027610585618012 1
2018 1 1 2.0 0 1 600.0 2.309786701199439 0.01618679183925451 15.027610585618012 2
2018 1 1 2.0 0 1 600.0 5.709214407818505 0.01618679183925451 15.027610585618012 3
2018 1 1 2.0 0 1 600.0 4.41876425668729 0.01618679183925451 15.027610585618012 4
2018 1 1 2.0 0 1 600.0 3.632085056762516 0.01618679183925451 15.027610585618012 5
2018 1 1 2.0 0 1 600.0 1.0205099786103755 0.01618679183925451 15.027610585618012 6
2018 1 1 2.0 0 1 600.0 1.0203676699835955 0.01618679183925451 15.027610585618012 7
2018 1 1 3.0 0 1 600.0 0.4426933117923768 0.01618679183925451 15.027610585618012 8
2018 1 1 3.0 0 1 600.0 5.210439260072118 0.01618679183925451 15.027610585618012 9
2018 1 1 3.0 0 1 600.0 3.646578569284933 0.01618679183925451 15.027610585618012 10
2018 1 1 3.0 0 1 600.0 4.277628208996668 0.01618679183925451 15.027610585618012 11
2018 1 1 3.0 0 1 600.0 0.2214485163452344 0.01618679183925451 15.027610585618012 12
2018 1 1 3.0 0 1 600.0 5.822468127755767 0.01618679183925451 15.027610585618012 13
2018 1 1 4.0 0 1 600.0 5.011411580722489 0.01618679183925451 15.027610585618012 14
2018 1 1 4.0 0 1 600.0 1.3528007530018296 0.01618679183925451 15.027610585618012 15
2018 1 1 4.0 0 1 600.0 1.1727673065218938 0.01618679183925451 15.027610585618012 16
2018 1 1 4.0 0 1 600.0 1.1820866081352597 0.01618679183925451 15.027610585618012 17
2018 1 1 4.0 0 1 600.0 1.8950292334612728 0.01618679183925451 15.027610585618012 18
2018 1 1 4.0 0 1 600.0 3.1960629466302035 0.01618679183925451 15.027610585618012 19
2018 1 1 5.0 0 1 600.0 2.648475609988483 0.01618679183925451 15.027610585618012 20
2018 1 1 5.0 0 1 600.0 1.8182519271684476 0.01618679183925451 15.027610585618012 21
2018 1 1 5.0 0 1 600.0 3.70993207886204 0.01618679183925451 15.027610585618012 22
2018 1 1 5.0 0 1 600.0 0.9230137778470467 0.01618679183925451 15.027610585618012 23
2018 1 1 5.0 0 1 600.0 1.8236534263577877 0.01618679183925451 15.027610585618012 24
2018 1 1 5.0 0 1 600.0 2.261534875432781 0.01618679183925451 15.027610585618012 25
2018 1 1 6.0 0 1 600.0 2.7908129068805123 0.01618679183925451 15.027610585618012 26
2018 1 1 6.0 0 1 600.0 4.7325381722187805 0.01618679183925451 15.027610585618012 27
2018 1 1 6.0 0 1 600.0 1.278075314734323 0.01618679183925451 15.027610585618012 28
2018 1 1 6.0 0 1 600.0 3.1339831866403087 0.01618679183925451 15.027610585618012 29
2018 1 1 6.0 0 1 600.0 3.595245956286051 0.01618679183925451 15.027610585618012 30
2018 1 1 6.0 0 1 600.0 0.3740574350479866 0.01618679183925451 15.027610585618012 31
2018 1 1 7.0 0 1 600.0 3.6845146262184874 0.01618679183925451 15.027610585618012 32
2018 1 1 7.0 0 1 600.0 1.1060923297550205 0.01618679183925451 15.027610585618012 33
2018 1 1 7.0 0 1 600.0 0.4838043986131491 0.01618679183925451 15.027610585618012 34
2018 1 1 7.0 0 1 600.0 5.698424669794666 0.01618679183925451 15.027610585618012 35
2018 1 1 7.0 0 1 600.0 5.7972289951399 0.01618679183925451 15.027610585618012 36
2018 1 1 7.0 0 1 600.0 4.869544353887121 0.01618679183925451 15.027610585618012 37
2018 1 1 8.0 0 1 600.0 1.8972212381228872 0.01618679183925451 15.027610585618012 38
2018 1 1 8.0 0 1 600.0 0.6762654726376649 0.01618679183925451 15.027610585618012 39
2018 1 1 8.0 0 1 600.0 4.136974856421726 0.01618679183925451 15.027610585618012 40
2018 1 1 8.0 0 1 600.0 2.696899713063648 0.01618679183925451 15.027610585618012 41
2018 1 1 8.0 0 1 600.0 0.8200255855841951 0.01618679183925451 15.027610585618012 42
2018 1 1 8.0 0 1 600.0 3.0215437696564944 0.01618679183925451 15.027610585618012 43
2018 1 1 9.0 0 1 600.0 0.3028922745797885 0.01618679183925451 15.027610585618012 44
2018 1 1 9.0 0 1 600.0 5.464990372264814 0.01618679183925451 15.027610585618012 45
2018 1 1 9.0 0 1 600.0 1.6268018914401 0.01618679183925451 15.027610585618012 46
2018 1 1 9.0 0 1 600.0 4.008881477688494 0.01618679183925451 15.027610585618012 47
2018 1 1 9.0 0 1 600.0 1.9390953489275249 0.01618679183925451 15.027610585618012 48
2018 1 1 9.0 0 1 600.0 3.168401324949084 0.01618679183925451 15.027610585618012 49
2018 1 1 10.0 0 1 600.0 3.3255906481253503 0.01618679183925451 15.027610585618012 50
2018 1 1 10.0 0 1 600.0 1.1906412876006096 0.01618679183925451 15.027610585618012 51
2018 1 1 10.0 0 1 600.0 5.820549303810895 0.01618679183925451 15.027610585618012 52
2018 1 1 10.0 0 1 600.0 4.673283657830575 0.01618679183925451 15.027610585618012 53
2018 1 1 10.0 0 1 600.0 5.643043755228716 0.01618679183925451 15.027610585618012 54
2018 1 1 10.0 0 1 600.0 5.379481367523128 0.01618679183925451 15.027610585618012 55
2018 1 1 11.0 0 1 600.0 3.6276098749854016 0.01618679183925451 15.027610585618012 56
2018 1 1 11.0 0 1 600.0 5.539057986636389 0.01618679183925451 15.027610585618012 57
2018 1 1 11.0 0 1 600.0 0.6221057621063251 0.01618679183925451 15.027610585618012 58
2018 1 1 11.0 0 1 600.0 1.2562988882729569 0.01618679183925451 15.027610585618012 59
2018 1 1 11.0 0 1 600.0 0.3668410045721746 0.01618679183925451 15.027610585618012 60
2018 1 1 11.0 0 1 600.0 2.01944895150326 0.01618679183925451 15.027610585618012 61
2018 1 1 12.0 0 1 600.0 2.3931960091679443 0.01618679183925451 15.027610585618012 62
2018 1 1 12.0 0 1 600.0 1.700959287465986 0.01618679183925451 15.027610585618012 63
2018 1 1 12.0 0 1 600.0 4.989551303996383 0.01618679183925451 15.027610585618012 64
2018 1 1 12.0 0 1 600.0 2.204844627492177 0.01618679183925451 15.027610585618012 65
2018 1 1 12.0 0 1 600.0 1.7575136071555466 0.01618679183925451 15.027610585618012 66
2018 1 1 12.0 0 1 600.0 3.301906890633666 0.01618679183925451 15.027610585618012 67
2018 1 1 13.0 0 1 600.0 0.9314529273510996 0.01618679183925451 15.027610585618012 68
2018 1 1 13.0 0 1 600.0 4.832962186448834 0.01618679183925451 15.027610585618012 69
