YYYY	MM	DD	hh	mm	TA	TA_min	TA_max
2013	1	1	0	0	7.1	2.4	9.1
2013	1	2	0	0	2.5	-3.2	7.1
2013	1	3	0	0	3.3	-3.5	7.2
2013	1	4	0	0	6.8	3.6	8.7
2013	1	5	0	0	6.9	5.4	7.7
2013	1	6	0	0	6.1	5.3	7.6
2013	1	7	0	0	4.0	-0.7	6.2
2013	1	8	0	0	1.5	-1.3	2.9
2013	1	9	0	0	1.2	0.8	1.6
2013	1	10	0	0	2.8	1.0	4.5
2013	1	11	0	0	3.4	2.1	4.1
2013	1	12	0	0	2.4	-0.6	5.5
2013	1	13	0	0	-0.6	-1.0	0.0
2013	1	14	0	0	-0.7	-1.3	0.2
2013	1	15	0	0	0.1	-2.9	1.7
2013	1	16	0	0	-2.5	-7.0	0.8
2013	1	17	0	0	-3.3	-4.4	-2.4
2013	1	18	0	0	-3.8	-8.3	-1.0
2013	1	19	0	0	-2.7	-4.7	-0.1
2013	1	20	0	0	-1.0	-2.1	1.7
2013	1	21	0	0	0.8	-0.7	4.2
2013	1	22	0	0	2.2	-1.3	4.6
2013	1	23	0	0	-0.6	-2.3	0.2
2013	1	24	0	0	-1.4	-2.9	-0.2
2013	1	25	0	0	-2.3	-5.6	-1.3
2013	1	26	0	0	-2.7	-7.9	1.6
2013	1	27	0	0	3.9	-0.1	7.8
2013	1	28	0	0	5.1	1.7	8.6
2013	1	29	0	0	9.0	6.5	10.6
2013	1	30	0	0	12.8	9.0	15.5
2013	1	31	0	0	9.2	6.1	11.4
2013	2	1	0	0	9.1	6.7	11.8
2013	2	2	0	0	3.9	0.4	8.0
2013	2	3	0	0	2.2	-0.1	4.8
2013	2	4	0	0	5.2	1.1	8.7
2013	2	5	0	0	5.0	0.3	8.7
2013	2	6	0	0	2.0	0.3	3.2
2013	2	7	0	0	0.8	-0.7	2.3
2013	2	8	0	0	0.5	-1.5	3.7
2013	2	9	0	0	-2.3	-8.2	2.6
2013	2	10	0	0	-4.3	-10.7	1.9
2013	2	11	0	0	-1.9	-3.7	-0.1
2013	2	12	0	0	-2.0	-3.2	-0.5
2013	2	13	0	0	-3.0	-10.9	0.1
2013	2	14	0	0	-4.9	-13.7	0.8
2013	2	15	0	0	1.5	-0.6	4.5
2013	2	16	0	0	1.7	-3.2	5.6
2013	2	17	0	0	-0.4	-3.4	2.6
2013	2	18	0	0	1.4	-4.0	7.0
2013	2	19	0	0	1.2	-5.5	7.7
2013	2	20	0	0	1.9	-1.3	5.5
2013	2	21	0	0	-0.9	-4.4	1.8
2013	2	22	0	0	-2.9	-5.0	-1.4
2013	2	23	0	0	-2.9	-4.7	-0.4
2013	2	24	0	0	-3.2	-5.0	-0.6
2013	2	25	0	0	-3.5	-8.7	0.8
2013	2	26	0	0	-2.2	-8.4	2.7
2013	2	27	0	0	2.2	0.3	4.9
2013	2	28	0	0	2.0	-2.5	5.1
2013	3	1	0	0	1.7	-1.2	5.6
2013	3	2	0	0	2.1	0.9	4.4
2013	3	3	0	0	2.0	-3.6	6.8
2013	3	4	0	0	1.1	-5.7	10.0
2013	3	5	0	0	3.6	-4.9	13.3
2013	3	6	0	0	5.9	-0.8	12.7
