YYYY MM DOY hh EVENT_ID time_step PREC PET TA itt
2018 1 1 0.0 0 3600.0 0.0 0.12114860308025388 18.854835899772805 0
2018 1 1 1.0 0 3600.0 0.0 0.12114860308025388 18.854835899772805 1
2018 1 1 2.0 1 3600.0 2.8060513391925896 0.12114860308025388 18.854835899772805 2
2018 1 1 3.0 1 3600.0 2.3977856685743593 0.12114860308025388 18.854835899772805 3
2018 1 1 4.0 1 3600.0 3.514328947085966 0.12114860308025388 18.854835899772805 4
2018 1 1 5.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 5
2018 1 1 6.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 6
2018 1 1 7.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 7
2018 1 1 8.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 8
2018 1 1 9.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 9
2018 1 1 10.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 10
2018 1 1 11.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 11
2018 1 1 12.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 12
2018 1 1 13.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 13
2018 1 1 14.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 14
2018 1 1 15.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 15
2018 1 1 16.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 16
2018 1 1 17.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 17
2018 1 1 18.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 18
2018 1 1 19.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 19
2018 1 1 20.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 20
2018 1 1 21.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 21
2018 1 1 22.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 22
2018 1 1 23.0 1 3600.0 0.0 0.12114860308025388 18.854835899772805 23
2018 1 2 0.0 0 86400.0 0.0 2.249292229148875 17.468977981821954 24
2018 1 3 0.0 0 86400.0 0.0 2.410382923035629 17.61366414690997 25
2018 1 4 0.0 0 86400.0 0.0 2.7555511385430487 17.137705091792746 26
2018 1 5 0.0 0 86400.0 0.0 2.2287981654916225 15.127095633720476 27
2018 1 6 0.0 2 3600.0 2.8060513391925896 0.0865408295761997 15.539457134966522 28
2018 1 6 1.0 2 3600.0 2.3977856685743593 0.0865408295761997 15.539457134966522 29
2018 1 6 2.0 2 3600.0 3.514328947085966 0.0865408295761997 15.539457134966522 30
2018 1 6 3.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 31
2018 1 6 4.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 32
2018 1 6 5.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 33
2018 1 6 6.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 34
2018 1 6 7.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 35
2018 1 6 8.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 36
2018 1 6 9.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 37
2018 1 6 10.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 38
2018 1 6 11.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 39
2018 1 6 12.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 40
2018 1 6 13.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 41
2018 1 6 14.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 42
2018 1 6 15.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 43
2018 1 6 16.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 44
2018 1 6 17.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 45
2018 1 6 18.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 46
2018 1 6 19.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 47
2018 1 6 20.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 48
2018 1 6 21.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 49
2018 1 6 22.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 50
2018 1 6 23.0 2 3600.0 0.0 0.0865408295761997 15.539457134966522 51
2018 1 7 0.0 0 86400.0 0.0 2.289751452913768 15.157145928433671 52
2018 1 8 0.0 0 86400.0 0.0 2.1612212872540044 18.182052056318906 53
2018 1 9 0.0 0 86400.0 0.0 2.929697652342573 16.571779905381632 54
2018 1 10 0.0 0 86400.0 0.0 2.808120379564417 17.542853455823515 55
